OTU,percentage_identity,isolate
Streptococcus_26705,95.146,Streptococcus salivarius 27098_8_119
Streptococcus_26705,95.146,Streptococcus salivarius 27098_8_152
Streptococcus_26705,95.146,Streptococcus salivarius 27098_8_153
Streptococcus_26705,95.146,Streptococcus n.sp. 27098_8_74
Streptococcus_26705,95.146,Streptococcus n.sp. 20925_1_22
Streptococcus_26705,95.146,Streptococcus n.sp. 27098_8_134
Streptococcus_26705,95.146,Streptococcus sanguinis 27098_8_181
Streptococcus_26705,95.146,Streptococcus n.sp. 27098_8_82
Alloprevotella_26847,,no_isolate
Alloprevotella_26849,,no_isolate
Alloprevotella_26852,,no_isolate
Alloprevotella_26853,,no_isolate
Alloprevotella_26872,,no_isolate
Alloprevotella_26879,,no_isolate
Alloprevotella_27324,,no_isolate
Alloprevotella_27421,,no_isolate
Alloprevotella_27424,,no_isolate
Alloprevotella_27427,,no_isolate
Alloprevotella_27433,,no_isolate
Alloprevotella_27532,,no_isolate
Alloprevotella_27544,,no_isolate
Alloprevotella_27890,,no_isolate
Alloprevotella_28039,,no_isolate
Bacteroides_28071,,no_isolate
Bacteroides_28076,,no_isolate
Bacteroides_28082,,no_isolate
Bacteroides_28084,,no_isolate
Bacteroides_28085,,no_isolate
Bacteroides_28086,,no_isolate
Bacteroides_28091,,no_isolate
Bacteroides_28096,,no_isolate
Bacteroides_28100,,no_isolate
Bacteroides_28101,,no_isolate
Bacteroides_28103,,no_isolate
Paraprevotella_28108,,no_isolate
Streptococcus_28244,95.146,Streptococcus chosunense 27098_8_53
Streptococcus_28244,95.146,Streptococcus n.sp. 27098_8_86
Streptococcus_28244,96.117,Streptococcus constellatus 20925_1_21
Streptococcus_28244,97.087,Streptococcus n.sp. 27098_8_113
Streptococcus_28244,97.087,Streptococcus n.sp. 27098_8_73
Streptococcus_28244,96.602,Streptococcus gordonii 27098_8_101
Streptococcus_28244,96.602,Streptococcus n.sp. 27098_8_75
Streptococcus_28244,95.146,Streptococcus n.sp. 20925_1_44
Streptococcus_28244,95.146,Streptococcus n.sp. 27098_8_22
Streptococcus_28244,95.146,Streptococcus n.sp. 27098_8_69
Streptococcus_28244,95.146,Streptococcus n.sp. 27098_8_91
Streptococcus_28244,95.146,Streptococcus n.sp. 20925_1_69
Streptococcus_28244,95.146,Streptococcus n.sp. 27098_8_103
Streptococcus_28244,95.146,Streptococcus n.sp. 27098_8_109
Streptococcus_28244,95.146,Streptococcus n.sp. 27098_8_76
Streptococcus_28244,95.146,Streptococcus mitis 27098_8_87
Streptococcus_28244,95.146,Streptococcus n.sp. 27098_8_51
Streptococcus_28244,95.146,Streptococcus n.sp. 27098_8_70
Streptococcus_28244,97.087,Streptococcus parasanguinis 20925_1_10
Streptococcus_28244,97.087,Streptococcus n.sp. 20925_1_77
Streptococcus_28244,97.087,Streptococcus n.sp. 27098_8_12
Streptococcus_28244,97.087,Streptococcus parasanguinis 20925_1_143
Streptococcus_28244,97.087,Streptococcus n.sp. 27098_8_148
Streptococcus_28244,97.087,Streptococcus parasanguinis 27098_8_150
Streptococcus_28244,97.087,Streptococcus n.sp. 27098_8_177
Streptococcus_28244,97.087,Streptococcus n.sp. 27098_8_186
Streptococcus_28244,97.087,Streptococcus parasanguinis 27098_8_46
Streptococcus_28244,97.087,Streptococcus parasanguinis 27098_8_54
Streptococcus_28244,97.087,Streptococcus n.sp. 27098_8_66
Streptococcus_28244,97.087,Streptococcus n.sp. 27098_8_98
Streptococcus_28244,97.087,Streptococcus n.sp. 27098_8_99
Streptococcus_28244,95.631,Streptococcus anginosus 27098_8_173
Streptococcus_28244,95.146,Streptococcus pseudopneumoniae 20925_1_26
Streptococcus_28244,95.146,Streptococcus salivarius 20925_1_11
Streptococcus_28244,95.146,Streptococcus salivarius 20925_1_13
Streptococcus_28244,95.146,Streptococcus salivarius 27098_8_110
Streptococcus_28244,95.146,Streptococcus salivarius 27098_8_117
Streptococcus_28244,95.146,Streptococcus salivarius 27098_8_119
Streptococcus_28244,95.146,Streptococcus salivarius 27098_8_152
Streptococcus_28244,95.146,Streptococcus salivarius 27098_8_153
Streptococcus_28244,95.146,Streptococcus n.sp. 27098_8_74
Streptococcus_28244,96.602,Streptococcus n.sp. 20925_1_22
Streptococcus_28244,96.602,Streptococcus n.sp. 27098_8_134
Streptococcus_28244,96.602,Streptococcus sanguinis 27098_8_181
Streptococcus_28244,96.602,Streptococcus n.sp. 27098_8_82
Streptococcus_28245,97.087,Streptococcus constellatus 20925_1_21
Streptococcus_28245,96.117,Streptococcus n.sp. 27098_8_113
Streptococcus_28245,96.117,Streptococcus n.sp. 27098_8_73
Streptococcus_28245,95.631,Streptococcus gordonii 27098_8_101
Streptococcus_28245,95.631,Streptococcus n.sp. 27098_8_75
Streptococcus_28245,96.117,Streptococcus parasanguinis 20925_1_10
Streptococcus_28245,96.117,Streptococcus n.sp. 20925_1_77
Streptococcus_28245,96.117,Streptococcus n.sp. 27098_8_12
Streptococcus_28245,96.117,Streptococcus parasanguinis 20925_1_143
Streptococcus_28245,96.117,Streptococcus n.sp. 27098_8_148
Streptococcus_28245,96.117,Streptococcus parasanguinis 27098_8_150
Streptococcus_28245,96.117,Streptococcus n.sp. 27098_8_177
Streptococcus_28245,96.117,Streptococcus n.sp. 27098_8_186
Streptococcus_28245,96.117,Streptococcus parasanguinis 27098_8_46
Streptococcus_28245,96.117,Streptococcus parasanguinis 27098_8_54
Streptococcus_28245,96.117,Streptococcus n.sp. 27098_8_66
Streptococcus_28245,96.117,Streptococcus n.sp. 27098_8_98
Streptococcus_28245,96.117,Streptococcus n.sp. 27098_8_99
Streptococcus_28245,96.602,Streptococcus anginosus 27098_8_173
Streptococcus_28245,95.146,Streptococcus salivarius 20925_1_11
Streptococcus_28245,95.146,Streptococcus salivarius 20925_1_13
Streptococcus_28245,95.146,Streptococcus salivarius 27098_8_110
Streptococcus_28245,95.146,Streptococcus salivarius 27098_8_117
Streptococcus_28245,95.146,Streptococcus salivarius 27098_8_119
Streptococcus_28245,95.146,Streptococcus salivarius 27098_8_152
Streptococcus_28245,95.146,Streptococcus salivarius 27098_8_153
Streptococcus_28245,95.146,Streptococcus n.sp. 27098_8_74
Streptococcus_28245,95.631,Streptococcus n.sp. 20925_1_22
Streptococcus_28245,95.631,Streptococcus n.sp. 27098_8_134
Streptococcus_28245,95.631,Streptococcus sanguinis 27098_8_181
Streptococcus_28245,95.631,Streptococcus n.sp. 27098_8_82
Streptococcus_28252,95.146,Streptococcus constellatus 20925_1_21
Streptococcus_28436,,no_isolate
Streptococcus_28453,,no_isolate
Streptococcus_28454,95.146,Streptococcus chosunense 27098_8_53
Streptococcus_28454,95.146,Streptococcus n.sp. 27098_8_86
Streptococcus_28454,95.146,Streptococcus n.sp. 20925_1_44
Streptococcus_28454,95.146,Streptococcus n.sp. 27098_8_22
Streptococcus_28454,95.146,Streptococcus n.sp. 27098_8_69
Streptococcus_28454,95.146,Streptococcus n.sp. 27098_8_91
Streptococcus_28454,95.146,Streptococcus n.sp. 20925_1_69
Streptococcus_28454,95.146,Streptococcus n.sp. 27098_8_103
Streptococcus_28454,95.146,Streptococcus n.sp. 27098_8_109
Streptococcus_28454,95.146,Streptococcus n.sp. 27098_8_76
Streptococcus_28454,95.146,Streptococcus mitis 27098_8_87
Streptococcus_28454,95.146,Streptococcus n.sp. 27098_8_51
Streptococcus_28454,95.146,Streptococcus n.sp. 27098_8_70
Streptococcus_28454,95.146,Streptococcus pseudopneumoniae 20925_1_26
Streptococcus_28491,95.146,Streptococcus chosunense 27098_8_53
Streptococcus_28491,95.146,Streptococcus n.sp. 27098_8_86
Streptococcus_28491,95.631,Streptococcus n.sp. 27098_8_113
Streptococcus_28491,95.631,Streptococcus n.sp. 27098_8_73
Streptococcus_28491,96.117,Streptococcus gordonii 27098_8_101
Streptococcus_28491,96.117,Streptococcus n.sp. 27098_8_75
Streptococcus_28491,95.146,Streptococcus n.sp. 20925_1_44
Streptococcus_28491,95.146,Streptococcus n.sp. 27098_8_22
Streptococcus_28491,95.146,Streptococcus n.sp. 27098_8_69
Streptococcus_28491,95.146,Streptococcus n.sp. 27098_8_91
Streptococcus_28491,95.146,Streptococcus n.sp. 20925_1_69
Streptococcus_28491,95.146,Streptococcus n.sp. 27098_8_103
Streptococcus_28491,95.146,Streptococcus n.sp. 27098_8_109
Streptococcus_28491,95.146,Streptococcus n.sp. 27098_8_76
Streptococcus_28491,95.146,Streptococcus mitis 27098_8_87
Streptococcus_28491,95.146,Streptococcus n.sp. 27098_8_51
Streptococcus_28491,95.146,Streptococcus n.sp. 27098_8_70
Streptococcus_28491,95.631,Streptococcus parasanguinis 20925_1_10
Streptococcus_28491,95.631,Streptococcus n.sp. 20925_1_77
Streptococcus_28491,95.631,Streptococcus n.sp. 27098_8_12
Streptococcus_28491,95.631,Streptococcus parasanguinis 20925_1_143
Streptococcus_28491,95.631,Streptococcus n.sp. 27098_8_148
Streptococcus_28491,95.631,Streptococcus parasanguinis 27098_8_150
Streptococcus_28491,95.631,Streptococcus n.sp. 27098_8_177
Streptococcus_28491,95.631,Streptococcus n.sp. 27098_8_186
Streptococcus_28491,95.631,Streptococcus parasanguinis 27098_8_46
Streptococcus_28491,95.631,Streptococcus parasanguinis 27098_8_54
Streptococcus_28491,95.631,Streptococcus n.sp. 27098_8_66
Streptococcus_28491,95.631,Streptococcus n.sp. 27098_8_98
Streptococcus_28491,95.631,Streptococcus n.sp. 27098_8_99
Streptococcus_28491,95.146,Streptococcus pseudopneumoniae 20925_1_26
Streptococcus_28491,96.602,Streptococcus salivarius 20925_1_11
Streptococcus_28491,96.602,Streptococcus salivarius 20925_1_13
Streptococcus_28491,96.602,Streptococcus salivarius 27098_8_110
Streptococcus_28491,96.602,Streptococcus salivarius 27098_8_117
Streptococcus_28491,96.602,Streptococcus salivarius 27098_8_119
Streptococcus_28491,96.602,Streptococcus salivarius 27098_8_152
Streptococcus_28491,96.602,Streptococcus salivarius 27098_8_153
Streptococcus_28491,96.602,Streptococcus n.sp. 27098_8_74
Streptococcus_28491,95.146,Streptococcus n.sp. 20925_1_22
Streptococcus_28491,95.146,Streptococcus n.sp. 27098_8_134
Streptococcus_28491,95.146,Streptococcus sanguinis 27098_8_181
Streptococcus_28491,95.146,Streptococcus n.sp. 27098_8_82
Streptococcus_28662,98.058,Streptococcus chosunense 27098_8_53
Streptococcus_28662,98.058,Streptococcus n.sp. 27098_8_86
Streptococcus_28662,96.117,Streptococcus n.sp. 27098_8_113
Streptococcus_28662,96.117,Streptococcus n.sp. 27098_8_73
Streptococcus_28662,95.631,Streptococcus gordonii 27098_8_101
Streptococcus_28662,95.631,Streptococcus n.sp. 27098_8_75
Streptococcus_28662,98.058,Streptococcus n.sp. 20925_1_44
Streptococcus_28662,98.058,Streptococcus n.sp. 27098_8_22
Streptococcus_28662,98.058,Streptococcus n.sp. 27098_8_69
Streptococcus_28662,98.058,Streptococcus n.sp. 27098_8_91
Streptococcus_28662,98.058,Streptococcus n.sp. 20925_1_69
Streptococcus_28662,98.058,Streptococcus n.sp. 27098_8_103
Streptococcus_28662,98.058,Streptococcus n.sp. 27098_8_109
Streptococcus_28662,98.058,Streptococcus n.sp. 27098_8_76
Streptococcus_28662,98.058,Streptococcus mitis 27098_8_87
Streptococcus_28662,97.573,Streptococcus n.sp. 27098_8_23
Streptococcus_28662,98.058,Streptococcus n.sp. 27098_8_51
Streptococcus_28662,98.058,Streptococcus n.sp. 27098_8_70
Streptococcus_28662,96.117,Streptococcus parasanguinis 20925_1_10
Streptococcus_28662,96.117,Streptococcus n.sp. 20925_1_77
Streptococcus_28662,96.117,Streptococcus n.sp. 27098_8_12
Streptococcus_28662,96.117,Streptococcus parasanguinis 20925_1_143
Streptococcus_28662,96.117,Streptococcus n.sp. 27098_8_148
Streptococcus_28662,96.117,Streptococcus parasanguinis 27098_8_150
Streptococcus_28662,96.117,Streptococcus n.sp. 27098_8_177
Streptococcus_28662,96.117,Streptococcus n.sp. 27098_8_186
Streptococcus_28662,96.117,Streptococcus parasanguinis 27098_8_46
Streptococcus_28662,96.117,Streptococcus parasanguinis 27098_8_54
Streptococcus_28662,96.117,Streptococcus n.sp. 27098_8_66
Streptococcus_28662,96.117,Streptococcus n.sp. 27098_8_98
Streptococcus_28662,96.117,Streptococcus n.sp. 27098_8_99
Streptococcus_28662,98.058,Streptococcus pseudopneumoniae 20925_1_26
Streptococcus_28662,95.631,Streptococcus n.sp. 20925_1_22
Streptococcus_28662,95.631,Streptococcus n.sp. 27098_8_134
Streptococcus_28662,95.631,Streptococcus sanguinis 27098_8_181
Streptococcus_28662,95.631,Streptococcus n.sp. 27098_8_82
Streptococcus_28716,,no_isolate
Lactococcus_28721,,no_isolate
Streptococcus_28909,,no_isolate
Streptococcus_28923,,no_isolate
Streptococcus_28932,,no_isolate
Streptococcus_28972,96.117,Streptococcus chosunense 27098_8_53
Streptococcus_28972,96.117,Streptococcus n.sp. 27098_8_86
Streptococcus_28972,96.602,Streptococcus n.sp. 27098_8_113
Streptococcus_28972,96.602,Streptococcus n.sp. 27098_8_73
Streptococcus_28972,96.117,Streptococcus gordonii 27098_8_101
Streptococcus_28972,96.117,Streptococcus n.sp. 27098_8_75
Streptococcus_28972,96.117,Streptococcus n.sp. 20925_1_44
Streptococcus_28972,96.117,Streptococcus n.sp. 27098_8_22
Streptococcus_28972,96.117,Streptococcus n.sp. 27098_8_69
Streptococcus_28972,96.117,Streptococcus n.sp. 27098_8_91
Streptococcus_28972,96.117,Streptococcus n.sp. 20925_1_69
Streptococcus_28972,96.117,Streptococcus n.sp. 27098_8_103
Streptococcus_28972,96.117,Streptococcus n.sp. 27098_8_109
Streptococcus_28972,96.117,Streptococcus n.sp. 27098_8_76
Streptococcus_28972,96.117,Streptococcus mitis 27098_8_87
Streptococcus_28972,95.631,Streptococcus n.sp. 27098_8_23
Streptococcus_28972,96.117,Streptococcus n.sp. 27098_8_51
Streptococcus_28972,96.117,Streptococcus n.sp. 27098_8_70
Streptococcus_28972,96.602,Streptococcus parasanguinis 20925_1_10
Streptococcus_28972,96.602,Streptococcus n.sp. 20925_1_77
Streptococcus_28972,96.602,Streptococcus n.sp. 27098_8_12
Streptococcus_28972,96.602,Streptococcus parasanguinis 20925_1_143
Streptococcus_28972,96.602,Streptococcus n.sp. 27098_8_148
Streptococcus_28972,96.602,Streptococcus parasanguinis 27098_8_150
Streptococcus_28972,96.602,Streptococcus n.sp. 27098_8_177
Streptococcus_28972,96.602,Streptococcus n.sp. 27098_8_186
Streptococcus_28972,96.602,Streptococcus parasanguinis 27098_8_46
Streptococcus_28972,96.602,Streptococcus parasanguinis 27098_8_54
Streptococcus_28972,96.602,Streptococcus n.sp. 27098_8_66
Streptococcus_28972,96.602,Streptococcus n.sp. 27098_8_98
Streptococcus_28972,96.602,Streptococcus n.sp. 27098_8_99
Streptococcus_28972,96.117,Streptococcus pseudopneumoniae 20925_1_26
Streptococcus_28972,96.602,Streptococcus salivarius 20925_1_11
Streptococcus_28972,96.602,Streptococcus salivarius 20925_1_13
Streptococcus_28972,96.602,Streptococcus salivarius 27098_8_110
Streptococcus_28972,96.602,Streptococcus salivarius 27098_8_117
Streptococcus_28972,96.602,Streptococcus salivarius 27098_8_119
Streptococcus_28972,96.602,Streptococcus salivarius 27098_8_152
Streptococcus_28972,96.602,Streptococcus salivarius 27098_8_153
Streptococcus_28972,96.602,Streptococcus n.sp. 27098_8_74
Streptococcus_28972,96.117,Streptococcus n.sp. 20925_1_22
Streptococcus_28972,96.117,Streptococcus n.sp. 27098_8_134
Streptococcus_28972,96.117,Streptococcus sanguinis 27098_8_181
Streptococcus_28972,96.117,Streptococcus n.sp. 27098_8_82
Streptococcus_28977,96.602,Streptococcus chosunense 27098_8_53
Streptococcus_28977,96.602,Streptococcus n.sp. 27098_8_86
Streptococcus_28977,97.087,Streptococcus constellatus 20925_1_21
Streptococcus_28977,98.544,Streptococcus n.sp. 27098_8_113
Streptococcus_28977,98.544,Streptococcus n.sp. 27098_8_73
Streptococcus_28977,98.058,Streptococcus gordonii 27098_8_101
Streptococcus_28977,98.058,Streptococcus n.sp. 27098_8_75
Streptococcus_28977,96.602,Streptococcus n.sp. 20925_1_44
Streptococcus_28977,96.602,Streptococcus n.sp. 27098_8_22
Streptococcus_28977,96.602,Streptococcus n.sp. 27098_8_69
Streptococcus_28977,96.602,Streptococcus n.sp. 27098_8_91
Streptococcus_28977,96.602,Streptococcus n.sp. 20925_1_69
Streptococcus_28977,96.602,Streptococcus n.sp. 27098_8_103
Streptococcus_28977,96.602,Streptococcus n.sp. 27098_8_109
Streptococcus_28977,96.602,Streptococcus n.sp. 27098_8_76
Streptococcus_28977,96.602,Streptococcus mitis 27098_8_87
Streptococcus_28977,96.117,Streptococcus n.sp. 27098_8_23
Streptococcus_28977,96.602,Streptococcus n.sp. 27098_8_51
Streptococcus_28977,96.602,Streptococcus n.sp. 27098_8_70
Streptococcus_28977,98.544,Streptococcus parasanguinis 20925_1_10
Streptococcus_28977,98.544,Streptococcus n.sp. 20925_1_77
Streptococcus_28977,98.544,Streptococcus n.sp. 27098_8_12
Streptococcus_28977,98.544,Streptococcus parasanguinis 20925_1_143
Streptococcus_28977,98.544,Streptococcus n.sp. 27098_8_148
Streptococcus_28977,98.544,Streptococcus parasanguinis 27098_8_150
Streptococcus_28977,98.544,Streptococcus n.sp. 27098_8_177
Streptococcus_28977,98.544,Streptococcus n.sp. 27098_8_186
Streptococcus_28977,98.544,Streptococcus parasanguinis 27098_8_46
Streptococcus_28977,98.544,Streptococcus parasanguinis 27098_8_54
Streptococcus_28977,98.544,Streptococcus n.sp. 27098_8_66
Streptococcus_28977,98.544,Streptococcus n.sp. 27098_8_98
Streptococcus_28977,98.544,Streptococcus n.sp. 27098_8_99
Streptococcus_28977,96.602,Streptococcus anginosus 27098_8_173
Streptococcus_28977,96.602,Streptococcus pseudopneumoniae 20925_1_26
Streptococcus_28977,97.573,Streptococcus salivarius 20925_1_11
Streptococcus_28977,97.573,Streptococcus salivarius 20925_1_13
Streptococcus_28977,97.573,Streptococcus salivarius 27098_8_110
Streptococcus_28977,97.573,Streptococcus salivarius 27098_8_117
Streptococcus_28977,97.573,Streptococcus salivarius 27098_8_119
Streptococcus_28977,97.573,Streptococcus salivarius 27098_8_152
Streptococcus_28977,97.573,Streptococcus salivarius 27098_8_153
Streptococcus_28977,97.573,Streptococcus n.sp. 27098_8_74
Streptococcus_28977,99.029,Streptococcus n.sp. 20925_1_22
Streptococcus_28977,99.029,Streptococcus n.sp. 27098_8_134
Streptococcus_28977,99.029,Streptococcus sanguinis 27098_8_181
Streptococcus_28977,99.029,Streptococcus n.sp. 27098_8_82
Streptococcus_29011,95.631,Streptococcus chosunense 27098_8_53
Streptococcus_29011,95.631,Streptococcus n.sp. 27098_8_86
Streptococcus_29011,96.602,Streptococcus constellatus 20925_1_21
Streptococcus_29011,97.573,Streptococcus n.sp. 27098_8_113
Streptococcus_29011,97.573,Streptococcus n.sp. 27098_8_73
Streptococcus_29011,98.058,Streptococcus gordonii 27098_8_101
Streptococcus_29011,98.058,Streptococcus n.sp. 27098_8_75
Streptococcus_29011,95.631,Streptococcus n.sp. 20925_1_44
Streptococcus_29011,95.631,Streptococcus n.sp. 27098_8_22
Streptococcus_29011,95.631,Streptococcus n.sp. 27098_8_69
Streptococcus_29011,95.631,Streptococcus n.sp. 27098_8_91
Streptococcus_29011,95.631,Streptococcus n.sp. 20925_1_69
Streptococcus_29011,95.631,Streptococcus n.sp. 27098_8_103
Streptococcus_29011,95.631,Streptococcus n.sp. 27098_8_109
Streptococcus_29011,95.631,Streptococcus n.sp. 27098_8_76
Streptococcus_29011,95.631,Streptococcus mitis 27098_8_87
Streptococcus_29011,95.146,Streptococcus n.sp. 27098_8_23
Streptococcus_29011,95.631,Streptococcus n.sp. 27098_8_51
Streptococcus_29011,95.631,Streptococcus n.sp. 27098_8_70
Streptococcus_29011,97.573,Streptococcus parasanguinis 20925_1_10
Streptococcus_29011,97.573,Streptococcus n.sp. 20925_1_77
Streptococcus_29011,97.573,Streptococcus n.sp. 27098_8_12
Streptococcus_29011,97.573,Streptococcus parasanguinis 20925_1_143
Streptococcus_29011,97.573,Streptococcus n.sp. 27098_8_148
Streptococcus_29011,97.573,Streptococcus parasanguinis 27098_8_150
Streptococcus_29011,97.573,Streptococcus n.sp. 27098_8_177
Streptococcus_29011,97.573,Streptococcus n.sp. 27098_8_186
Streptococcus_29011,97.573,Streptococcus parasanguinis 27098_8_46
Streptococcus_29011,97.573,Streptococcus parasanguinis 27098_8_54
Streptococcus_29011,97.573,Streptococcus n.sp. 27098_8_66
Streptococcus_29011,97.573,Streptococcus n.sp. 27098_8_98
Streptococcus_29011,97.573,Streptococcus n.sp. 27098_8_99
Streptococcus_29011,96.117,Streptococcus anginosus 27098_8_173
Streptococcus_29011,95.631,Streptococcus pseudopneumoniae 20925_1_26
Streptococcus_29011,99.515,Streptococcus salivarius 20925_1_11
Streptococcus_29011,99.515,Streptococcus salivarius 20925_1_13
Streptococcus_29011,99.515,Streptococcus salivarius 27098_8_110
Streptococcus_29011,99.515,Streptococcus salivarius 27098_8_117
Streptococcus_29011,99.515,Streptococcus salivarius 27098_8_119
Streptococcus_29011,99.515,Streptococcus salivarius 27098_8_152
Streptococcus_29011,99.515,Streptococcus salivarius 27098_8_153
Streptococcus_29011,99.515,Streptococcus n.sp. 27098_8_74
Streptococcus_29011,97.087,Streptococcus n.sp. 20925_1_22
Streptococcus_29011,97.087,Streptococcus n.sp. 27098_8_134
Streptococcus_29011,97.087,Streptococcus sanguinis 27098_8_181
Streptococcus_29011,97.087,Streptococcus n.sp. 27098_8_82
Streptococcus_29101,96.602,Streptococcus salivarius 20925_1_11
Streptococcus_29101,96.602,Streptococcus salivarius 20925_1_13
Streptococcus_29101,96.602,Streptococcus salivarius 27098_8_110
Streptococcus_29101,96.602,Streptococcus salivarius 27098_8_117
Streptococcus_29101,96.602,Streptococcus salivarius 27098_8_119
Streptococcus_29101,96.602,Streptococcus salivarius 27098_8_152
Streptococcus_29101,96.602,Streptococcus salivarius 27098_8_153
Streptococcus_29101,96.602,Streptococcus n.sp. 27098_8_74
Streptococcus_29111,,no_isolate
Streptococcus_29393,95.631,Streptococcus constellatus 20925_1_21
Streptococcus_29393,96.602,Streptococcus n.sp. 27098_8_113
Streptococcus_29393,96.602,Streptococcus n.sp. 27098_8_73
Streptococcus_29393,97.087,Streptococcus gordonii 27098_8_101
Streptococcus_29393,97.087,Streptococcus n.sp. 27098_8_75
Streptococcus_29393,96.602,Streptococcus parasanguinis 20925_1_10
Streptococcus_29393,96.602,Streptococcus n.sp. 20925_1_77
Streptococcus_29393,96.602,Streptococcus n.sp. 27098_8_12
Streptococcus_29393,96.602,Streptococcus parasanguinis 20925_1_143
Streptococcus_29393,96.602,Streptococcus n.sp. 27098_8_148
Streptococcus_29393,96.602,Streptococcus parasanguinis 27098_8_150
Streptococcus_29393,96.602,Streptococcus n.sp. 27098_8_177
Streptococcus_29393,96.602,Streptococcus n.sp. 27098_8_186
Streptococcus_29393,96.602,Streptococcus parasanguinis 27098_8_46
Streptococcus_29393,96.602,Streptococcus parasanguinis 27098_8_54
Streptococcus_29393,96.602,Streptococcus n.sp. 27098_8_66
Streptococcus_29393,96.602,Streptococcus n.sp. 27098_8_98
Streptococcus_29393,96.602,Streptococcus n.sp. 27098_8_99
Streptococcus_29393,95.146,Streptococcus anginosus 27098_8_173
Streptococcus_29393,99.515,Streptococcus salivarius 20925_1_11
Streptococcus_29393,99.515,Streptococcus salivarius 20925_1_13
Streptococcus_29393,99.515,Streptococcus salivarius 27098_8_110
Streptococcus_29393,99.515,Streptococcus salivarius 27098_8_117
Streptococcus_29393,99.515,Streptococcus salivarius 27098_8_119
Streptococcus_29393,99.515,Streptococcus salivarius 27098_8_152
Streptococcus_29393,99.515,Streptococcus salivarius 27098_8_153
Streptococcus_29393,99.515,Streptococcus n.sp. 27098_8_74
Streptococcus_29393,96.117,Streptococcus n.sp. 20925_1_22
Streptococcus_29393,96.117,Streptococcus n.sp. 27098_8_134
Streptococcus_29393,96.117,Streptococcus sanguinis 27098_8_181
Streptococcus_29393,96.117,Streptococcus n.sp. 27098_8_82
Streptococcus_29395,95.631,Streptococcus constellatus 20925_1_21
Streptococcus_29395,96.602,Streptococcus n.sp. 27098_8_113
Streptococcus_29395,96.602,Streptococcus n.sp. 27098_8_73
Streptococcus_29395,97.087,Streptococcus gordonii 27098_8_101
Streptococcus_29395,97.087,Streptococcus n.sp. 27098_8_75
Streptococcus_29395,96.602,Streptococcus parasanguinis 20925_1_10
Streptococcus_29395,96.602,Streptococcus n.sp. 20925_1_77
Streptococcus_29395,96.602,Streptococcus n.sp. 27098_8_12
Streptococcus_29395,96.602,Streptococcus parasanguinis 20925_1_143
Streptococcus_29395,96.602,Streptococcus n.sp. 27098_8_148
Streptococcus_29395,96.602,Streptococcus parasanguinis 27098_8_150
Streptococcus_29395,96.602,Streptococcus n.sp. 27098_8_177
Streptococcus_29395,96.602,Streptococcus n.sp. 27098_8_186
Streptococcus_29395,96.602,Streptococcus parasanguinis 27098_8_46
Streptococcus_29395,96.602,Streptococcus parasanguinis 27098_8_54
Streptococcus_29395,96.602,Streptococcus n.sp. 27098_8_66
Streptococcus_29395,96.602,Streptococcus n.sp. 27098_8_98
Streptococcus_29395,96.602,Streptococcus n.sp. 27098_8_99
Streptococcus_29395,95.146,Streptococcus anginosus 27098_8_173
Streptococcus_29395,99.515,Streptococcus salivarius 20925_1_11
Streptococcus_29395,99.515,Streptococcus salivarius 20925_1_13
Streptococcus_29395,99.515,Streptococcus salivarius 27098_8_110
Streptococcus_29395,99.515,Streptococcus salivarius 27098_8_117
Streptococcus_29395,99.515,Streptococcus salivarius 27098_8_119
Streptococcus_29395,99.515,Streptococcus salivarius 27098_8_152
Streptococcus_29395,99.515,Streptococcus salivarius 27098_8_153
Streptococcus_29395,99.515,Streptococcus n.sp. 27098_8_74
Streptococcus_29395,96.117,Streptococcus n.sp. 20925_1_22
Streptococcus_29395,96.117,Streptococcus n.sp. 27098_8_134
Streptococcus_29395,96.117,Streptococcus sanguinis 27098_8_181
Streptococcus_29395,96.117,Streptococcus n.sp. 27098_8_82
Atopobium_29754,99.515,Veillonella infantium 27098_8_111
Atopobium_29755,99.029,Veillonella infantium 27098_8_111
Atopobium_29789,97.101,Veillonella infantium 27098_8_111
Atopobium_29797,98.058,Veillonella infantium 27098_8_111
Atopobium_29817,96.602,Veillonella infantium 27098_8_111
Atopobium_29830,100,Veillonella infantium 27098_8_111
Atopobium_29831,99.515,Veillonella infantium 27098_8_111
Atopobium_29847,99.515,Veillonella infantium 27098_8_111
Streptococcus_30012,95.631,Streptococcus n.sp. 27098_8_113
Streptococcus_30012,95.631,Streptococcus n.sp. 27098_8_73
Streptococcus_30012,96.117,Streptococcus gordonii 27098_8_101
Streptococcus_30012,96.117,Streptococcus n.sp. 27098_8_75
Streptococcus_30012,95.631,Streptococcus parasanguinis 20925_1_10
Streptococcus_30012,95.631,Streptococcus n.sp. 20925_1_77
Streptococcus_30012,95.631,Streptococcus n.sp. 27098_8_12
Streptococcus_30012,95.631,Streptococcus parasanguinis 20925_1_143
Streptococcus_30012,95.631,Streptococcus n.sp. 27098_8_148
Streptococcus_30012,95.631,Streptococcus parasanguinis 27098_8_150
Streptococcus_30012,95.631,Streptococcus n.sp. 27098_8_177
Streptococcus_30012,95.631,Streptococcus n.sp. 27098_8_186
Streptococcus_30012,95.631,Streptococcus parasanguinis 27098_8_46
Streptococcus_30012,95.631,Streptococcus parasanguinis 27098_8_54
Streptococcus_30012,95.631,Streptococcus n.sp. 27098_8_66
