OTU,percentage_identity,isolate
Haemophilus_15532,97.585,Haemophilus sputorum 20925_1_15
Haemophilus_15533,,no_isolate
Haemophilus_15538,99.034,Haemophilus n.sp. 27098_8_127
Haemophilus_15538,99.034,Haemophilus parainfluenzae 27098_8_33
Haemophilus_15538,98.551,Haemophilus_paraphrohaemolyticus_27098_8_11
Haemophilus_15538,98.551,Haemophilus sputorum 20925_1_15
Haemophilus_15540,99.517,Haemophilus n.sp. 27098_8_127
Haemophilus_15540,99.517,Haemophilus parainfluenzae 27098_8_33
Haemophilus_15540,99.034,Haemophilus_paraphrohaemolyticus_27098_8_11
Haemophilus_15540,99.034,Haemophilus sputorum 20925_1_15
Haemophilus_15541,99.034,Haemophilus n.sp. 27098_8_127
Haemophilus_15541,99.034,Haemophilus parainfluenzae 27098_8_33
Haemophilus_15541,98.551,Haemophilus_paraphrohaemolyticus_27098_8_11
Haemophilus_15541,98.551,Haemophilus sputorum 20925_1_15
Haemophilus_15545,99.517,Haemophilus n.sp. 27098_8_127
Haemophilus_15545,99.517,Haemophilus parainfluenzae 27098_8_33
Haemophilus_15545,99.034,Haemophilus_paraphrohaemolyticus_27098_8_11
Haemophilus_15545,99.034,Haemophilus sputorum 20925_1_15
Haemophilus_15546,99.034,Haemophilus n.sp. 27098_8_127
Haemophilus_15546,99.034,Haemophilus parainfluenzae 27098_8_33
Haemophilus_15546,98.551,Haemophilus_paraphrohaemolyticus_27098_8_11
Haemophilus_15546,98.551,Haemophilus sputorum 20925_1_15
Haemophilus_15550,99.517,Haemophilus n.sp. 27098_8_127
Haemophilus_15550,99.517,Haemophilus parainfluenzae 27098_8_33
Haemophilus_15550,99.034,Haemophilus_paraphrohaemolyticus_27098_8_11
Haemophilus_15550,99.034,Haemophilus sputorum 20925_1_15
Haemophilus_15551,99.517,Haemophilus n.sp. 27098_8_127
Haemophilus_15551,99.517,Haemophilus parainfluenzae 27098_8_33
Haemophilus_15551,99.034,Haemophilus_paraphrohaemolyticus_27098_8_11
Haemophilus_15551,99.034,Haemophilus sputorum 20925_1_15
Haemophilus_15552,99.517,Haemophilus n.sp. 27098_8_127
Haemophilus_15552,99.517,Haemophilus parainfluenzae 27098_8_33
Haemophilus_15552,99.034,Haemophilus_paraphrohaemolyticus_27098_8_11
Haemophilus_15552,99.034,Haemophilus sputorum 20925_1_15
Haemophilus_15553,99.517,Haemophilus n.sp. 27098_8_127
Haemophilus_15553,99.517,Haemophilus parainfluenzae 27098_8_33
Haemophilus_15553,99.034,Haemophilus_paraphrohaemolyticus_27098_8_11
Haemophilus_15553,99.034,Haemophilus sputorum 20925_1_15
Haemophilus_15554,99.517,Haemophilus n.sp. 27098_8_127
Haemophilus_15554,99.517,Haemophilus parainfluenzae 27098_8_33
Haemophilus_15554,99.034,Haemophilus_paraphrohaemolyticus_27098_8_11
Haemophilus_15554,99.034,Haemophilus sputorum 20925_1_15
Haemophilus_15557,99.517,Haemophilus n.sp. 27098_8_127
Haemophilus_15557,99.517,Haemophilus parainfluenzae 27098_8_33
Haemophilus_15557,99.034,Haemophilus_paraphrohaemolyticus_27098_8_11
Haemophilus_15557,99.034,Haemophilus sputorum 20925_1_15
Haemophilus_15558,99.517,Haemophilus n.sp. 27098_8_127
Haemophilus_15558,99.517,Haemophilus parainfluenzae 27098_8_33
Haemophilus_15558,99.034,Haemophilus_paraphrohaemolyticus_27098_8_11
Haemophilus_15558,99.034,Haemophilus sputorum 20925_1_15
Haemophilus_15635,,no_isolate
Aggregatibacter_15644,98.551,Haemophilus n.sp. 27098_8_127
Aggregatibacter_15644,98.551,Haemophilus parainfluenzae 27098_8_33
Aggregatibacter_15644,98.068,Haemophilus_paraphrohaemolyticus_27098_8_11
Aggregatibacter_15644,98.068,Haemophilus sputorum 20925_1_15
Haemophilus_15645,97.585,Haemophilus n.sp. 27098_8_127
Haemophilus_15645,97.585,Haemophilus parainfluenzae 27098_8_33
Haemophilus_15645,97.101,Haemophilus_paraphrohaemolyticus_27098_8_11
Haemophilus_15645,97.101,Haemophilus sputorum 20925_1_15
Haemophilus_15646,98.551,Haemophilus n.sp. 27098_8_127
Haemophilus_15646,98.551,Haemophilus parainfluenzae 27098_8_33
Haemophilus_15646,98.068,Haemophilus_paraphrohaemolyticus_27098_8_11
Haemophilus_15646,98.068,Haemophilus sputorum 20925_1_15
Rheinheimera_15662,,no_isolate
Rheinheimera_15663,,no_isolate
Escherichia-Shigella_15677,,no_isolate
Escherichia-Shigella_15695,,no_isolate
Escherichia-Shigella_15696,,no_isolate
Escherichia-Shigella_15697,,no_isolate
Escherichia-Shigella_15746,,no_isolate
Escherichia-Shigella_15754,,no_isolate
Escherichia-Shigella_15756,,no_isolate
Escherichia-Shigella_15760,,no_isolate
Escherichia-Shigella_15764,,no_isolate
Escherichia-Shigella_15776,,no_isolate
Escherichia-Shigella_15778,,no_isolate
Escherichia-Shigella_15780,,no_isolate
Escherichia-Shigella_15782,,no_isolate
Escherichia-Shigella_15785,,no_isolate
Escherichia-Shigella_15789,,no_isolate
Escherichia-Shigella_15792,,no_isolate
Escherichia-Shigella_15804,,no_isolate
Escherichia-Shigella_15805,,no_isolate
Escherichia-Shigella_15811,,no_isolate
Escherichia-Shigella_15813,,no_isolate
Escherichia-Shigella_15815,,no_isolate
Escherichia-Shigella_15816,,no_isolate
Escherichia-Shigella_15819,,no_isolate
Escherichia-Shigella_15821,,no_isolate
Escherichia-Shigella_15822,,no_isolate
Escherichia-Shigella_15834,,no_isolate
Enterobacteriaceae_15836,,no_isolate
Escherichia-Shigella_15845,,no_isolate
Escherichia-Shigella_15850,,no_isolate
Enterococcus_15920,,no_isolate
Enterococcus_15951,95.169,Granulicatella adiacens 20925_1_19
Enterococcus_15951,95.169,Granulicatella n.sp. 20925_1_28
Enterococcus_15951,95.169,Granulicatella n.sp. 20925_1_45
Granulicatella_16068,,no_isolate
Gemella_16098,95.652,Gemella n.sp. 27098_8_149
Gemella_16098,95.652,Gemella n.sp. 27098_8_155
Gemella_16098,95.652,Gemella n.sp. 27098_8_92
Gemella_16098,95.652,Gemella sanguinis_ 20925_1_41
Gemella_16098,95.652,Gemella sanguinis 20925_1_65
Gemella_16098,95.652,Gemella sanguinis 20925_1_66
Gemella_16098,95.652,Gemella sanguinis 27098_8_105
Gemella_16098,95.652,Gemella sanguinis 27098_8_106
Enterococcus_16130,98.068,Granulicatella adiacens 20925_1_19
Enterococcus_16130,98.068,Granulicatella n.sp. 20925_1_28
Enterococcus_16130,98.068,Granulicatella n.sp. 20925_1_45
Enterococcus_16131,97.101,Granulicatella adiacens 20925_1_19
Enterococcus_16131,97.101,Granulicatella n.sp. 20925_1_28
Enterococcus_16131,97.101,Granulicatella n.sp. 20925_1_45
Enterococcus_16133,96.618,Granulicatella adiacens 20925_1_19
Enterococcus_16133,96.618,Granulicatella n.sp. 20925_1_28
Enterococcus_16133,96.618,Granulicatella n.sp. 20925_1_45
Enterococcus_16135,97.101,Granulicatella adiacens 20925_1_19
Enterococcus_16135,97.101,Granulicatella n.sp. 20925_1_28
Enterococcus_16135,97.101,Granulicatella n.sp. 20925_1_45
Enterococcus_16136,97.101,Granulicatella adiacens 20925_1_19
Enterococcus_16136,97.101,Granulicatella n.sp. 20925_1_28
Enterococcus_16136,97.101,Granulicatella n.sp. 20925_1_45
Enterococcus_16140,97.101,Granulicatella adiacens 20925_1_19
Enterococcus_16140,97.101,Granulicatella n.sp. 20925_1_28
Enterococcus_16140,97.101,Granulicatella n.sp. 20925_1_45
Enterococcus_16142,97.101,Granulicatella adiacens 20925_1_19
Enterococcus_16142,97.101,Granulicatella n.sp. 20925_1_28
Enterococcus_16142,97.101,Granulicatella n.sp. 20925_1_45
Enterococcus_16148,97.101,Granulicatella adiacens 20925_1_19
Enterococcus_16148,97.101,Granulicatella n.sp. 20925_1_28
Enterococcus_16148,97.101,Granulicatella n.sp. 20925_1_45
Enterococcus_16154,97.101,Granulicatella adiacens 20925_1_19
Enterococcus_16154,97.101,Granulicatella n.sp. 20925_1_28
Enterococcus_16154,97.101,Granulicatella n.sp. 20925_1_45
Enterococcus_16163,97.101,Granulicatella adiacens 20925_1_19
Enterococcus_16163,97.101,Granulicatella n.sp. 20925_1_28
Enterococcus_16163,97.101,Granulicatella n.sp. 20925_1_45
Enterococcus_16166,97.101,Granulicatella adiacens 20925_1_19
Enterococcus_16166,97.101,Granulicatella n.sp. 20925_1_28
Enterococcus_16166,97.101,Granulicatella n.sp. 20925_1_45
Dolosigranulum_16177,,no_isolate
Dolosigranulum_16178,,no_isolate
Enterococcus_16187,,no_isolate
Abiotrophia_16193,,no_isolate
Granulicatella_16221,96.618,Granulicatella adiacens 20925_1_19
Granulicatella_16221,96.618,Granulicatella n.sp. 20925_1_28
Granulicatella_16221,96.618,Granulicatella n.sp. 20925_1_45
Virgibacillus_16251,,no_isolate
Carnobacteriaceae_16273,99.034,Granulicatella adiacens 20925_1_19
Carnobacteriaceae_16273,99.034,Granulicatella n.sp. 20925_1_28
Carnobacteriaceae_16273,99.034,Granulicatella n.sp. 20925_1_45
Carnobacterium_16274,97.101,Granulicatella adiacens 20925_1_19
Carnobacterium_16274,97.101,Granulicatella n.sp. 20925_1_28
Carnobacterium_16274,97.101,Granulicatella n.sp. 20925_1_45
Granulicatella_16504,95.169,Granulicatella adiacens 20925_1_19
Granulicatella_16504,95.169,Granulicatella n.sp. 20925_1_28
Granulicatella_16504,95.169,Granulicatella n.sp. 20925_1_45
Granulicatella_16509,99.034,Granulicatella adiacens 20925_1_19
Granulicatella_16509,99.034,Granulicatella n.sp. 20925_1_28
Granulicatella_16509,99.034,Granulicatella n.sp. 20925_1_45
Granulicatella_16808,100,Granulicatella adiacens 20925_1_19
Granulicatella_16808,100,Granulicatella n.sp. 20925_1_28
Granulicatella_16808,100,Granulicatella n.sp. 20925_1_45
Enterococcus_16810,98.551,Granulicatella adiacens 20925_1_19
Enterococcus_16810,98.551,Granulicatella n.sp. 20925_1_28
Enterococcus_16810,98.551,Granulicatella n.sp. 20925_1_45
Granulicatella_16822,99.517,Granulicatella adiacens 20925_1_19
Granulicatella_16822,99.517,Granulicatella n.sp. 20925_1_28
Granulicatella_16822,99.517,Granulicatella n.sp. 20925_1_45
Granulicatella_16844,99.517,Granulicatella adiacens 20925_1_19
Granulicatella_16844,99.517,Granulicatella n.sp. 20925_1_28
Granulicatella_16844,99.517,Granulicatella n.sp. 20925_1_45
Granulicatella_16845,99.517,Granulicatella adiacens 20925_1_19
Granulicatella_16845,99.517,Granulicatella n.sp. 20925_1_28
Granulicatella_16845,99.517,Granulicatella n.sp. 20925_1_45
Granulicatella_16852,99.517,Granulicatella adiacens 20925_1_19
Granulicatella_16852,99.517,Granulicatella n.sp. 20925_1_28
Granulicatella_16852,99.517,Granulicatella n.sp. 20925_1_45
Granulicatella_16860,99.517,Granulicatella adiacens 20925_1_19
Granulicatella_16860,99.517,Granulicatella n.sp. 20925_1_28
Granulicatella_16860,99.517,Granulicatella n.sp. 20925_1_45
Granulicatella_16861,99.517,Granulicatella adiacens 20925_1_19
Granulicatella_16861,99.517,Granulicatella n.sp. 20925_1_28
Granulicatella_16861,99.517,Granulicatella n.sp. 20925_1_45
Granulicatella_16862,99.517,Granulicatella adiacens 20925_1_19
Granulicatella_16862,99.517,Granulicatella n.sp. 20925_1_28
Granulicatella_16862,99.517,Granulicatella n.sp. 20925_1_45
Granulicatella_16899,98.551,Granulicatella adiacens 20925_1_19
Granulicatella_16899,98.551,Granulicatella n.sp. 20925_1_28
Granulicatella_16899,98.551,Granulicatella n.sp. 20925_1_45
Granulicatella_16901,99.034,Granulicatella adiacens 20925_1_19
Granulicatella_16901,99.034,Granulicatella n.sp. 20925_1_28
Granulicatella_16901,99.034,Granulicatella n.sp. 20925_1_45
Granulicatella_16904,99.034,Granulicatella adiacens 20925_1_19
Granulicatella_16904,99.034,Granulicatella n.sp. 20925_1_28
Granulicatella_16904,99.034,Granulicatella n.sp. 20925_1_45
Enterococcaceae_16905,99.034,Granulicatella adiacens 20925_1_19
Enterococcaceae_16905,99.034,Granulicatella n.sp. 20925_1_28
Enterococcaceae_16905,99.034,Granulicatella n.sp. 20925_1_45
Granulicatella_16949,96.135,Granulicatella adiacens 20925_1_19
Granulicatella_16949,96.135,Granulicatella n.sp. 20925_1_28
Granulicatella_16949,96.135,Granulicatella n.sp. 20925_1_45
Bacillus_16976,96.618,Niallia circulans 27098_8_36
Bacillus_16981,,no_isolate
Bacillus_16987,100,Niallia circulans 27098_8_36
Exiguobacterium_16991,95.652,Niallia circulans 27098_8_36
Exiguobacterium_16992,,no_isolate
Bacillus_17041,,no_isolate
Bacillus_17062,96.618,Niallia circulans 27098_8_36
Anoxybacillus_17072,97.101,Niallia circulans 27098_8_36
Gemella_17094,,no_isolate
Gemella_17120,,no_isolate
Staphylococcus_17237,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17237,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17237,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17237,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17242,99.034,Staphylococcus aureus 27098_8_159
Staphylococcus_17242,99.034,Staphylococcus capitis 27098_8_44
Staphylococcus_17242,99.034,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17242,99.034,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17243,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17243,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17243,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17243,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17250,99.034,Staphylococcus aureus 27098_8_159
Staphylococcus_17250,99.034,Staphylococcus capitis 27098_8_44
Staphylococcus_17250,99.034,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17250,99.034,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17257,99.034,Staphylococcus aureus 27098_8_159
Staphylococcus_17257,99.034,Staphylococcus capitis 27098_8_44
Staphylococcus_17257,99.034,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17257,99.034,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17262,98.551,Staphylococcus aureus 27098_8_159
Staphylococcus_17262,98.551,Staphylococcus capitis 27098_8_44
Staphylococcus_17262,98.551,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17262,98.551,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17267,98.551,Staphylococcus aureus 27098_8_159
Staphylococcus_17267,98.551,Staphylococcus capitis 27098_8_44
Staphylococcus_17267,98.551,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17267,98.551,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17270,,no_isolate
Staphylococcus_17275,,no_isolate
Staphylococcus_17276,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17276,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17276,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17276,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17277,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17277,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17277,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17277,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17279,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17279,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17279,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17279,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17283,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17283,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17283,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17283,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17285,98.551,Staphylococcus aureus 27098_8_159
Staphylococcus_17285,98.551,Staphylococcus capitis 27098_8_44
Staphylococcus_17285,98.551,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17285,98.551,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17286,98.068,Staphylococcus aureus 27098_8_159
Staphylococcus_17286,98.068,Staphylococcus capitis 27098_8_44
Staphylococcus_17286,98.068,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17286,98.068,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17287,99.034,Staphylococcus aureus 27098_8_159
Staphylococcus_17287,99.034,Staphylococcus capitis 27098_8_44
Staphylococcus_17287,99.034,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17287,99.034,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17289,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17289,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17289,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17289,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17292,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17292,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17292,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17292,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17294,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17294,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17294,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17294,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17296,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17296,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17296,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17296,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17297,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17297,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17297,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17297,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17298,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17298,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17298,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17298,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17300,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17300,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17300,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17300,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17302,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17302,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17302,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17302,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17303,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17303,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17303,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17303,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17306,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17306,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17306,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17306,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17307,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17307,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17307,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17307,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17310,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17310,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17310,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17310,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17311,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17311,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17311,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17311,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17312,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17312,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17312,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17312,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17314,,no_isolate
Staphylococcus_17315,,no_isolate
Staphylococcus_17316,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17316,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17316,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17316,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17320,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17320,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17320,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17320,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17322,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17322,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17322,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17322,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17325,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17325,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17325,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17325,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17326,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17326,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17326,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17326,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17327,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17327,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17327,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17327,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17329,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17329,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17329,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17329,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17330,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17330,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17330,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17330,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17333,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17333,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17333,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17333,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17334,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17334,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17334,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17334,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17337,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17337,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17337,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17337,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17338,99.519,Staphylococcus aureus 27098_8_159
Staphylococcus_17338,99.519,Staphylococcus capitis 27098_8_44
Staphylococcus_17338,99.519,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17338,99.519,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17339,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17339,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17339,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17339,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17340,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17340,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17340,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17340,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17341,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17341,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17341,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17341,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17343,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17343,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17343,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17343,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17344,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17344,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17344,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17344,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17345,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17345,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17345,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17345,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17346,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17346,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17346,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17346,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17348,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17348,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17348,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17348,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17351,,no_isolate
Staphylococcus_17354,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17354,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17354,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17354,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17359,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17359,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17359,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17359,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17360,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17360,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17360,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17360,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17361,99.034,Staphylococcus aureus 27098_8_159
Staphylococcus_17361,99.034,Staphylococcus capitis 27098_8_44
Staphylococcus_17361,99.034,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17361,99.034,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17362,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17362,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17362,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17362,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17365,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17365,99.517,Staphylococcus capitis 27098_8_44
Staphylococcus_17365,99.517,Staphylococcus epidermidis 20925_1_31
Staphylococcus_17365,99.517,Staphylococcus epidermidis 20925_1_59
Staphylococcus_17372,99.517,Staphylococcus aureus 27098_8_159
Staphylococcus_17372,99.517,Staphylococcus capitis 27098_8_44
